X,Y,CALLE,ALT PLANO,DIRECCION,coord_X,coord_Y,COMUNA,BARRIO,L1,l1_sen,L2,l2_sen,L3,l3_sen,L4,l4_sen,L5,l5_sen,L6,l6_sen,NOMBRE PAR
-58.367842,-34.625406,PASEO COLON AV.,"1520",1520 PASEO COLON AV.,"-58,367842","-34,62540600","1",SAN TELMO,"93",V,"74",V,"33",V,,,,,,,
-58.367845,-34.626035,PASEO COLON AV.,"1550",1550 PASEO COLON AV.,"-58,367845","-34,62603500","1",SAN TELMO,"152",I,"86",I,"64",I,,,,,,,
-58.367878,-34.626344,PASEO COLON AV.,"1570",1570 PASEO COLON AV.,"-58,367878","-34,62634400","1",SAN TELMO,"159",V,"129",V,,,,,,,,,
-58.368022,-34.625523,PASEO COLON AV.,"1521",1521 PASEO COLON AV.,"-58,368022","-34,62552300","1",SAN TELMO,"29",V,"159",I,,,,,,,,,
-58.368017,-34.626084,PASEO COLON AV.,"1551",1551 PASEO COLON AV.,"-58,368017","-34,62608400","1",SAN TELMO,"64",V,"86",V,"152",V,,,,,,,
-58.368006,-34.626622,PASEO COLON AV.,"1571",1571 PASEO COLON AV.,"-58,368006","-34,62662200","1",SAN TELMO,"74",I,"93",I,,,,,,,,,
-58.367224,-34.627931,ALMTE. BROWN AV.,"121",121 ALMTE. BROWN AV.,"-58,367224","-34,62793100","4",LA BOCA,"33",I,"129",I,,,,,,,,,
-58.367003,-34.627999,ALMTE. BROWN AV.,"151",151 ALMTE. BROWN AV.,"-58,367003","-34,62799900","4",LA BOCA,"159",I,"168",V,,,,,,,,,
-58.366333,-34.628573,ALMTE. BROWN AV.,"221",221 ALMTE. BROWN AV.,"-58,366333","-34,62857300","4",LA BOCA,"25",I,"29",V,"53",V,,,,,,,
-58.366162,-34.628681,ALMTE. BROWN AV.,"251",251 ALMTE. BROWN AV.,"-58,366162","-34,62868100","4",LA BOCA,"64",V,"86",V,"152",V,,,,,,,
-58.365235,-34.628981,ALMTE. BROWN AV.,"320",320 ALMTE. BROWN AV.,"-58,365235","-34,62898100","4",LA BOCA,"53",I,"33",V,"29",I,,,,,,,
-58.365126,-34.629023,ALMTE. BROWN AV.,"350",350 ALMTE. BROWN AV.,"-58,365126","-34,62902300","4",LA BOCA,"152",I,"86",I,"64",I,,,,,,,
-58.36489,-34.629196,ALMTE. BROWN AV.,"370",370 ALMTE. BROWN AV.,"-58,36489","-34,62919600","4",LA BOCA,"168",I,"159",V,"129",V,,,,,,,
-58.363709,-34.630273,ALMTE. BROWN AV.,"551",551 ALMTE. BROWN AV.,"-58,363709","-34,63027300","4",LA BOCA,"33",I,"129",I,"159",I,,,,,,,
-58.363218,-34.630646,ALMTE. BROWN AV.,"621",621 ALMTE. BROWN AV.,"-58,363218","-34,63064600","4",LA BOCA,"25",I,"29",V,"53",V,,,,,,,
-58.362991,-34.630796,ALMTE. BROWN AV.,"651",651 ALMTE. BROWN AV.,"-58,362991","-34,63079600","4",LA BOCA,"64",V,"86",V,"152",V,,,,,,,
-58.361767,-34.630988,ALMTE. BROWN AV.,"720",720 ALMTE. BROWN AV.,"-58,361767","-34,63098800","4",LA BOCA,"53",I,"33",V,"29",I,,,,,,,
-58.361418,-34.631256,ALMTE. BROWN AV.,"750",750 ALMTE. BROWN AV.,"-58,361418","-34,63125600","4",LA BOCA,"152",I,"86",I,"64",I,,,,,,,
-58.361269,-34.631557,ALMTE. BROWN AV.,"770",770 ALMTE. BROWN AV.,"-58,361269","-34,63155700","4",LA BOCA,"159",V,"129",V,,,,,,,,,
-58.469807,-34.633667,JUAN BAUTISTA ALBERDI AV.,"2991",2991 JUAN BAUTISTA ALBERDI AV.,"-58,469807","-34,63366700","7",FLORES,"88",I,"126",,"180",,,,,,,,QUIRNO
-58.474109,-34.635101,JUAN BAUTISTA ALBERDI AV.,"3391",3391 JUAN BAUTISTA ALBERDI AV.,"-58,474109","-34,63510100","10",FLORESTA,"55",,"88",I,"126",,"180",,,,,,AZUL
-58.478406,-34.636907,JUAN BAUTISTA ALBERDI AV.,"3791",3791 JUAN BAUTISTA ALBERDI AV.,"-58,478406","-34,63690700","10",FLORESTA,"55",,"88",I,"126",,"180",,,,,,MARIANO ACOSTA
-58.482714,-34.638866,JUAN BAUTISTA ALBERDI AV.,"4091",4091 JUAN BAUTISTA ALBERDI AV.,"-58,482714","-34,63886600","10",VELEZ SARFIELD,"4",,"55",,"88",I,"126",,"180",,,,LACARRA
-58.487483,-34.641113,JUAN BAUTISTA ALBERDI AV.,"4391",4391 JUAN BAUTISTA ALBERDI AV.,"-58,487483","-34,64111300","10",VELEZ SARFIELD,"4",,"49",,"55",,"88",I,,,,,MEDINA
-58.487375,-34.641073,JUAN BAUTISTA ALBERDI AV.,"4371",4371 JUAN BAUTISTA ALBERDI AV.,"-58,487375","-34,64107300","10",VELEZ SARFIELD,"92",,"126",,"180",,,,,,,,MEDINA
-58.493346,-34.64392,JUAN BAUTISTA ALBERDI AV.,"4791",4791 JUAN BAUTISTA ALBERDI AV.,"-58,493346","-34,64392000","10",VILLA LURO,"4",,"49",,"55",,"88",I,,,,,WHITE
-58.493212,-34.643858,JUAN BAUTISTA ALBERDI AV.,"4791",4791 JUAN BAUTISTA ALBERDI AV.,"-58,493212","-34,64385800","10",VILLA LURO,"92",,"126",,"180",,,,,,,,WHITE
-58.467822,-34.635605,DIRECTORIO AV.,"2910",2910 DIRECTORIO AV.,"-58,467822","-34,63560500","7",FLORES,"88",V,"126",,"180",,,,,,,,SAN PEDRITO
-58.472682,-34.637061,DIRECTORIO AV.,"3310",3310 DIRECTORIO AV.,"-58,472682","-34,63706100","10",FLORESTA,"55",,"88",V,"126",,"180",,,,,,PERGAMINO
-58.47625,-34.639034,DIRECTORIO AV.,"3710",3710 DIRECTORIO AV.,"-58,47625","-34,63903400","9",PARQUE AVELLANEDA,"55",,"88",V,"126",,"180",,,,,,MARIANO ACOSTA
-58.492096,-34.645663,BRUIX AV.,"4720",4720 BRUIX AV.,"-58,492096","-34,64566300","9",PARQUE AVELLANEDA,"4",,"88",,"180",,,,,,,,TAPALQUE
-58.490857,-34.64599,BRUIX AV.,"4680",4680 BRUIX AV.,"-58,490857","-34,64599000","9",PARQUE AVELLANEDA,"55",,"92",,"126",,,,,,,,RODO
-58.488904,-34.646493,BRUIX AV.,"4560",4560 BRUIX AV.,"-58,488904","-34,64649300","9",PARQUE AVELLANEDA,"4",,"88",V,"180",,,,,,,,CHASCOMUS
-58.48722,-34.64696,BRUIX AV.,"4440",4440 BRUIX AV.,"-58,48722","-34,64696000","9",PARQUE AVELLANEDA,"55",,"92",,"126",,,,,,,,DIRECTORIO
